_RAJ2000, _DEJ2000, ObjType, ObjName, RAICRS, DEICRS, plx, e_plx, r_plx, pmRA, e_pmRA, pmDE, e_pmDE, r_pmDE, RV, e_RV, r_RV, SpType, GCode, Gmag, Gest, GBPmag, GRPmag, Umag, Bmag, Vmag, Rmag, Imag, Jmag, Hmag, Ksmag, GaiaDR2, GaiaEDR3, SIMBAD, Common, GJ, HD, HIP
345.06717562644, -22.52434713201, *     , HD 217357                   , 345.062835320, -22.524089213, 121.4724,   0.0249, 2020yCat.1350....0G            ,   -902.073178262,      0.027099198,     58.044865406,      0.022477850, 2020yCat.1350....0G           ,   15.9810,    0.0422, 2018A&A...616A...7S, K7      ,  3,  7.25958,       ,  8.09384,  6.36036, 10.494,  9.251,  7.869,  7.014,  6.238,  5.346,  4.696,  4.478, 2396530698208685312, 2396530698208685312, HD 217357                 ,                  , GJ 884    , HD 217357   , HIP 113576
015.63431428986, +71.67981562829, LM    , Ross 318                    , 015.659011876, +71.678120495, 121.4598,   0.0158, 2020yCat.1350....0G            ,   1746.701013218,      0.016728950,   -381.762369719,      0.017081708, 2020yCat.1350....0G           ,    1.5210,    0.0011, 2018A&A...616A...7S, M3e     ,  3,  8.94187,       , 10.25467,  7.79608,       , 11.736,       ,  9.100,       ,  6.301,  5.699,  5.449,  533621859441169920,  533621859441169920, Ross 318                  ,                  , GJ 48     ,             , HIP 4856
177.55512199871, +63.04642365904, BD    , WISE J115013.85+630241.5    , 177.558965000, +63.044112000, 121.4000,   2.7000, 2021ApJS..253....7K            ,    407.200000000,      1.100000000,   -540.400000000,      0.900000000, 2021ApJS..253....7K           ,          ,          ,                    , T8      , 20,         ,  25.02,         ,         ,       ,       ,       ,       ,       , 17.720,       ,       ,                    ,                    , WISE J115013.85+630241.5  ,                  ,           ,             , 
000.54468415638, -43.16538627158, WD    , LAWD 96                     , 000.548424219, -43.168439618, 120.0143,   0.0215, 2020yCat.1350....0G            ,    613.785269534,      0.018288197,   -686.989240364,      0.017453270, 2020yCat.1350....0G           ,  -58.8000,   10.8000, 2006A&A...447..173P, DAP     ,  3, 12.89519,       , 13.00230, 12.69282,       , 13.120, 13.050,       ,       , 12.597, 12.425, 12.445, 4994877094997259264, 4994877094997259264, LAWD 96                   ,                  , GJ 915    ,             , 
266.61478040048, +27.72071138353, *     , mu. Her Aa                  , 266.613213506, +27.717275041, 119.9248,   0.1543, 2020yCat.1350....0G            ,   -312.087377580,      0.147421940,   -773.179055072,      0.158773060, 2020yCat.1350....0G           ,  -17.7800,    0.0300, 2018A&A...615A..31D, G5      ,  3,  3.23841,       ,  3.74382,  2.72181,  4.560,  4.170,  3.420,  2.890,  2.510,  2.140,  1.810,  1.750, 4594497769763697792, 4594497769766809216, mu. Her A                 ,                  , GJ 695 A  , HD 161797 Aa, HIP 86974
266.60399587743, +27.71680285904, LM    , mu. Her Ab                  , 266.602693644, +27.713820586, 120.3979,   0.2785, 2020yCat.1350....0G            ,   -259.382612501,      0.240739500,   -671.012806085,      0.425239980, 2020yCat.1350....0G           ,          ,          ,                    , M4      ,  3,  9.58592,       , 10.05768,  7.44653,       ,       ,       ,       ,       ,       ,       ,       ,                    , 4594497838483177984, mu. Her A                 ,                  , GJ 695 A  , HD 161797 Ab, 
266.60493981542, +27.71728631481, LM    , mu. Her B                   , 266.602861443, +27.713737369, 119.8871,   0.2055, 2020yCat.1350....0G            ,   -413.974380289,      0.162496020,   -798.516300876,      0.226952850, 2020yCat.1350....0G           ,  -16.0000,    5.0000, 1953GCRV..C......0W, M3.5    ,  3,  9.18496,       , 10.05532,  7.45404,       , 11.250,       ,  9.400,       ,  5.772,  5.174,  4.953, 4594497834189213184, 4594497834189213184, mu. Her B                 ,                  , GJ 695 B  , HD 161797 B , 
266.60493981542, +27.71728631481, LM?   , mu. Her C                   , 266.602861443, +27.713737369, 119.8871,   0.2055, FROM:mu.HerB                   ,   -413.974380289,      0.162496020,   -798.516300876,      0.226952850, FROM:mu.HerB                  ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , mu. Her C                 ,                  , GJ 695 C  ,             , 
286.92907005907, +32.54473237538, LM    , GJ 747 A                    , 286.935565598, +32.549799209, 120.2000,   0.2000, 2010A&ARv..18...67T            ,   1232.000000000,      5.000000000,   1140.000000000,      8.000000000, 2003AJ....125..984M           ,  -49.3000,    1.1000, 2016A&A...596A.116S, M3.5e   ,  3, 10.45000,       , 11.51689,  8.86223,       , 12.970, 11.260, 10.100,  8.650,  7.242,  6.665,  6.416, 2042937585610945536, 2042937585610945536, GJ 747 A                  ,                  , GJ 747 A  ,             , 
286.92907005907, +32.54473237538, LM?   , GJ 747 B                    , 286.935565598, +32.549799209, 120.2000,   0.2000, FROM:GJ747A                    ,   1232.000000000,      5.000000000,   1140.000000000,      8.000000000, FROM:GJ747A                   ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , GJ 747 B                  ,                  , GJ 747 B  ,             , 
204.13271743302, +03.67942838178, WD    , Wolf 489                    , 204.116079408, +03.674479287, 119.7566,   0.0304, 2020yCat.1350....0G            ,  -3735.839244618,      0.025654508,  -1113.581136853,      0.018202309, 2020yCat.1350....0G           ,          ,          ,                    , DA      ,  3, 14.37472,       , 14.87014, 13.72176,       , 15.660,       , 14.480,       , 13.064, 12.819, 12.690,                    , 3713594960831605760, Wolf 489                  ,                  , GJ 518    ,             , 
057.03213871953, -60.37417983662, BD    , 2MASS J03480772-6022270     , 057.030457000, -60.376464000, 120.1000,   1.8000, 2019ApJS..240...19K            ,   -279.700000000,      0.600000000,   -768.500000000,      0.700000000, 2019ApJS..240...19K           ,          ,          ,                    , T7      , 20,         ,  24.46,         ,         ,       ,       ,       ,       ,       , 15.318, 15.559, 15.602,                    ,                    , 2MASS J03480772-6022270   ,                  ,           ,             , 
275.61289483100, +62.05048517397, LM    , G 227-29                    , 275.603837958, +62.044993875, 119.7519,   0.0341, 2020yCat.1350....0G            ,   -955.101711187,      0.046733692,  -1235.608955366,      0.039774840, 2020yCat.1350....0G           ,  -13.6460,    0.0154, 2018A&A...616A...7S, M4      ,  3, 11.82400,       , 13.68436, 10.52525,       , 14.800,       , 12.200,       ,  8.640,  8.047,  7.743,                    , 2159844052779000064, G 227-29                  ,                  , GJ 1227   ,             , 
355.77629932345, +36.53698258158, LM    , G 130-4                     , 355.781509156, +36.536310377, 119.5794,   0.0563, 2020yCat.1350....0G            ,    941.840666281,      0.056527750,   -151.271523780,      0.048292690, 2020yCat.1350....0G           ,   -2.5970,    0.0197, 2018A&A...616A...7S, M4      ,  3, 11.16795,       , 12.91316,  9.90252,       , 14.270, 12.670, 11.400,       ,  8.110,  7.446,  7.226, 2879455480941956736, 2879455480942629248, G 130-4                   ,                  , GJ 1289   ,             , 
236.67372009594, -55.57986260926, LM    , SCR J1546-5534 A            , 236.671718780, -55.580979670, 119.0962,   0.7032, 2018yCat.1345....0G            ,   -254.533000000,      1.034000000,   -251.335000000,      1.047000000, 2018yCat.1345....0G           ,          ,          ,                    , M8      ,  3, 14.63200,       , 17.85389, 13.01548,       , 18.200,       , 16.400, 12.960, 10.209,  9.550,  9.112, 5884382654716110848, 5884382654716110848, SCR J1546-5534            ,                  ,           ,             , 
236.67372009594, -55.57986260926, BD    , SCR J1546-5534 B            , 236.671718780, -55.580979670, 119.0962,   0.7032, FROM:SCRJ1546-5534A            ,   -254.533000000,      1.034000000,   -251.335000000,      1.047000000, FROM:SCRJ1546-5534            ,          ,          ,                    , T6      , 10,         ,  21.11,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , SCR J1546-5534            ,                  ,           ,             , 
075.61862685635, -21.25668195621, LM    , HD 32450 A                  , 075.617831037, -21.257878327, 119.5737,   0.0420, 2020yCat.1350....0G            ,   -166.877156117,      0.034868890,   -269.183007505,      0.034829374, 2020yCat.1350....0G           ,  -13.2720,    0.0315, 2018A&A...616A...7S, M0      ,  3,  7.79241,       ,  8.55148,  6.64578, 10.970,  9.770,  8.317,  7.405,  6.492,  5.450,  4.853,  4.600, 2974726131970829952, 2974726131970829952, HD 32450 A                ,                  , GJ 185 A  , HD 32450 A  , HIP 23452
075.61829843678, -21.25659105281, LM?   , HD 32450 B                  , 075.617765963, -21.257639202, 118.8250,   0.0795, 2020yCat.1350....0G            ,   -111.655698134,      0.207156360,   -235.833380275,      0.129312520, 2020yCat.1350....0G           ,          ,          ,                    ,         ,  3,  9.63678,       ,  8.56764,  6.67855,       , 11.880, 10.600,       ,       ,       ,       ,       ,                    , 2974726136265625088, HD 32450 B                ,                  , GJ 185 B  , HD 32450 B  , 
174.56989390694, -77.36349608417, LM    , SCR J1138-7721              , 174.527965013, -77.360758944, 119.3419,   0.0305, 2020yCat.1350....0G            ,  -2063.828790370,      0.038078148,    616.593398479,      0.039443497, 2020yCat.1350....0G           ,          ,          ,                    , M5      ,  3, 12.81620,       , 15.04526, 11.45688,       ,       , 14.780, 13.200, 11.250,  9.399,  8.890,  8.521, 5224460173763882496, 5224460173763882496, SCR J1138-7721            ,                  ,           ,             , 
188.43560104823, +41.35747815349, *     , bet CVn                     , 188.431428383, +41.358776694, 118.0266,   0.1530, 2020yCat.1350....0G            ,   -704.702119354,      0.126132520,    292.154659921,      0.172314290, 2020yCat.1350....0G           ,    6.2680,    0.0013, 2018A&A...616A...7S, G0      ,  3,  4.09467,       ,  4.39630,  3.60183,  4.910,  4.860,  4.250,  3.730,  3.420,  3.200,  2.880,  2.720, 1534011998570864256, 1534011998572555776, bet CVn                   , Chara            , GJ 475    , HD 109358   , HIP 61317
096.17202029218, +23.43303780467, LM    , Ross 64                     , 096.174688909, +23.430778570, 117.7263,   0.0278, 2020yCat.1350....0G            ,    550.917878810,      0.030382317,   -508.332904134,      0.024191787, 2020yCat.1350....0G           ,  -11.6560,    0.0240, 2020A&A...636A..36L, M4      ,  3, 11.66254,       , 13.36862, 10.40845,       , 14.820,       , 12.691,       ,  8.662,  8.156,  7.911, 3377365057060447616, 3377365057060447616, Ross 64                   ,                  , GJ 232    ,             , 
245.01461430485, -37.52900194410, LM    , CD-37 10765 A               , 245.010422085, -37.524610447, 117.4716,   0.0291, 2020yCat.1350....0G            ,   -748.039366022,      0.032114390,    988.103520188,      0.027110754, 2020yCat.1350....0G           ,   27.9820,    0.0011, 2018A&A...616A...7S, M3      ,  3,  9.49538,       , 10.83612,  8.34761, 13.314, 12.145, 10.586,  9.495,  8.116,  6.793,  6.223,  5.950, 6021430250773348736, 6021430250773348736, CD-37 10765 A             ,                  , GJ 618 A  ,             , 
245.01316937982, -37.53007599479, LM    , CD-37 10765 B               , 245.009351248, -37.525409609, 117.6791,   0.1071, 2020yCat.1350....0G            ,   -681.279104023,      0.131629910,   1049.950632548,      0.117265570, 2020yCat.1350....0G           ,          ,          ,                    , M5      ,  3, 12.89802,       , 14.94682, 11.44494,       ,       ,       ,       ,       ,  8.340,  8.400,  7.760, 6021430250769069824, 6021430250773733632, CD-37 10765 B             ,                  , GJ 618 B  ,             , 
130.38512118599, -32.94247661766, WD    , CD-32 5613                  , 130.379501356, -32.936494966, 117.3961,   0.0205, 2020yCat.1350....0G            ,  -1061.157735997,      0.015683083,   1345.899928568,      0.021145772, 2020yCat.1350....0G           ,   29.3000,    2.9000, 2006A&A...447..173P, DA5.5   ,  3, 11.82240,       , 11.90073, 11.67032,       , 12.070, 11.850, 12.300,       , 11.578, 11.539, 11.547, 5639391810273308416, 5639391810273308416, CD-32 5613                ,                  , GJ 318    ,             , 
199.60130827651, -18.31119381941, *     , 61 Vir                      , 199.596298132, -18.315922101, 117.1726,   0.1456, 2020yCat.1350....0G            ,  -1070.201573520,      0.152873280,  -1063.848660538,      0.123019450, 2020yCat.1350....0G           ,   -7.8240,    0.0005, 2018A&A...616A...7S, G7      ,  3,  4.53253,       ,  4.90467,  4.00624,  5.710,  5.440,  4.740,       ,       ,  3.334,  2.974,  2.956, 3507879565090229888, 3507879565090229888, 61 Vir                    ,                  , GJ 506    , HD 115617   , HIP 64924
